unit	cone	cross	drought_b	survival_time	biomass	log_surv	sqrt_surv	log_biomass	sqrt_biomass
R2	34	G	19.12147145	25	0.0856	1.397940009	5	-1.067526235	0.292574777
R2	35	G	17.38149502	25	0.13346	1.397940009	5	-0.874648879	0.365321776
R2	36	G	22.29574588	27	0.07914	1.431363764	5.196152423	-1.101603954	0.281318325
R2	39	G	20.13944825	34	0.09803	1.531478917	5.830951895	-1.008640997	0.313097429
R2	40	G	18.95367503	25	0.10384	1.397940009	5	-0.983635321	0.322242145
R2	41	G	17.38411712	27	0.11224	1.431363764	5.196152423	-0.949852342	0.335022387
R2	42	G	12.35444671	25	0.15302	1.397940009	5	-0.815251802	0.391177709
R2	43	G	19.4040705	25	0.1092	1.397940009	5	-0.961777362	0.330454233
R2	45	G	19.22966659	29	0.0844	1.462397998	5.385164807	-1.073657553	0.290516781
R2	47	G	17.98097952	25	0.13721	1.397940009	5	-0.862614236	0.370418682
R2	48	G	17.63234404	22	0.109	1.342422681	4.69041576	-0.962573502	0.33015148
R2	49	G	24.92687182	29	0.04824	1.462397998	5.385164807	-1.316592701	0.219636063
R2	50	G	18.58608203	32	0.0867	1.505149978	5.656854249	-1.061980903	0.294448637
R2	55	G	19.2452561	27	0.10025	1.431363764	5.196152423	-0.998915619	0.316622804
R2	58	G	18.58608203	32	0.09093	1.505149978	5.656854249	-1.041292809	0.301546016
R2	60	G	22.56400492	27	0.04391	1.431363764	5.196152423	-1.357436563	0.209547131
R2	61	G	23.95370362	29	0.0619	1.462397998	5.385164807	-1.208309351	0.248797106
R2	64	G	20.12549921	27	0.10146	1.431363764	5.196152423	-0.993705142	0.318527864
R2	67	G	18.70837675	29	0.08973	1.462397998	5.385164807	-1.047062332	0.299549662
R2	68	G	19.22966659	29	0.09485	1.462397998	5.385164807	-1.022962665	0.307977272
R2	70	G	17.63234404	22	0.07323	1.342422681	4.69041576	-1.135310966	0.270610421
R2	71	G	19.49916728	27	0.07493	1.431363764	5.196152423	-1.125344267	0.273733447
R2	72	G	17.98097952	25	0.09352	1.397940009	5	-1.029095502	0.305810399
R2	73	G	19.49916728	27	0.09293	1.431363764	5.196152423	-1.031844063	0.304844223
R2	74	G	26.11007448	34	0.07212	1.531478917	5.830951895	-1.141944282	0.268551671
R2	76	G	30.62896428	34	0.04628	1.531478917	5.830951895	-1.33460665	0.215127869
R2	78	G	17.0758735	32	0.08633	1.505149978	5.656854249	-1.063838259	0.293819673
R2	79	G	19.78602861	25	0.07996	1.397940009	5	-1.097127215	0.282771993
R2	81	G	17.38411712	27	0.11452	1.431363764	5.196152423	-0.941118661	0.338408038
R2	82	G	19.2452561	27	0.10665	1.431363764	5.196152423	-0.97203914	0.326573116
R2	83	G	19.16212024	29	0.08256	1.462397998	5.385164807	-1.083230316	0.28733256
R2	85	G	14.22998162	20	0.07629	1.301029996	4.472135955	-1.117532385	0.276206445
R2	88	G	21.81698791	25	0.04	1.397940009	5	-1.397940009	0.2
R2	89	G	22.29574588	27	0.05774	1.431363764	5.196152423	-1.23852322	0.24029149
R2	92	G	17.38411712	27	0.1026	1.431363764	5.196152423	-0.988852639	0.320312348
R2	96	G	15.91837463	22	0.08404	1.342422681	4.69041576	-1.075513956	0.289896533
