cone	cross	0	2	5	7	9	12	14	15	16	18	19	20	21	22	26	27	28	29	30	34	35
22	A	0	0	0	0	0	0	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4
28	A	0	0	0	0	0	0	1	1	1	1	2	2	2	2	3	3	3	3	3	4	4
17	A	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	4	4
43	A	0	0	0	0	0	0	1	1	1	2	2	2	2	2	3	3	3	3	3	4	4
12	A	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	3	4	4	4	4	4
8	A	0	0	0	0	0	0	1	2	2	2	3	3	3	3	3	3	4	4	4	4	4
7	A	0	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	4	4	4	4	4
2	A	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
13	A	0	0	0	0	0	1	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4
23	A	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
40	A	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4
24	A	0	0	0	1	1	1	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
42	A	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
5	A	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	3	3	3	4	4
15	A	0	0	0	0	0	0	0	0	0	2	2	2	3	3	3	3	4	4	4	4	4
14	A	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	3	4	4	4	4	4
34	A	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	4	4
19	A	0	0	0	0	0	0	1	1	1	2	2	2	2	3	3	3	4	4	4	4	4
30	A	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	3	3	3	3
69	G	0	0	0	1	1	2	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4
59	G	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	3	3	3	3	4	4
82	G	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	4	4	4	4	4
50	G	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
52	G	0	0	0	0	0	0	1	1	1	1	1	1	1	2	3	3	3	3	3	4	4
84	G	0	0	0	0	0	0	0	0	0	1	1	1	1	2	3	3	3	4	4	4	4
85	G	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	3	4	4	4	4
92	G	0	0	0	0	0	0	1	2	3	3	3	3	4	4	4	4	4	4	4	4	4
56	G	0	0	0	1	1	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
49	G	0	0	0	1	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
75	G	0	0	0	0	0	0	1	2	2	3	3	3	3	3	3	4	4	4	4	4	4
55	G	0	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	4	4	4	4	4
88	G	0	0	0	0	0	0	1	1	1	1	1	1	2	2	3	3	4	4	4	4	4
71	G	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	3	3
58	G	0	0	0	0	0	0	1	1	1	1	2	2	2	2	3	3	4	4	4	4	4
81	G	0	0	0	0	0	1	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4
90	G	0	0	0	0	0	0	1	2	2	3	3	3	4	4	4	4	4	4	4	4	4
61	G	0	0	0	0	0	0	0	1	1	1	1	2	2	2	3	3	3	3	3	4	4
54	G	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	3	3	3	3	4	4
87	G	0	0	0	0	0	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4
51	G	0	0	0	0	0	0	2	2	2	3	3	3	3	3	4	4	4	4	4	4	4
78	G	0	0	0	0	0	1	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4
68	G	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
77	G	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4
65	G	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
93	G	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
95	G	0	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	4	4	4	4	4
72	G	0	0	0	0	0	0	1	2	2	2	3	3	3	3	3	4	4	4	4	4	4
74	G	0	0	0	0	0	0	1	1	2	2	2	2	3	3	3	3	4	4	4	4	4
96	G	0	0	0	0	0	0	1	1	1	2	3	3	3	3	3	4	4	4	4	4	4
73	G	0	0	0	0	0	0	0	0	1	2	2	2	3	3	3	3	4	4	4	4	4
62	G	0	0	0	0	0	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
79	G	0	0	0	0	0	0	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4
80	G	0	0	0	0	0	0	1	2	2	3	3	3	3	3	3	3	4	4	4	4	4
57	G	0	0	0	0	0	0	1	1	2	3	3	3	3	3	3	3	4	4	4	4	4
70	G	0	0	0	0	0	0	1	2	2	2	2	3	3	3	3	3	4	4	4	4	4
66	G	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
60	G	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	4	4	4	4	4
94	G	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4
83	G	0	0	0	0	0	0	0	1	1	2	2	2	2	3	3	3	4	4	4	4	4
63	G	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	4	4	4	4	4
89	G	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	3	4	4	4	4	4
67	G	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	3	4	4	4	4	4
76	G	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
86	G	0	0	0	0	0	0	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
64	G	0	0	0	0	0	0	0	0	1	2	2	2	2	2	3	3	4	4	4	4	4
