unit	cross	days_to_germinate	growth_rate_day	drought_b	survival_time	biomass	sqrt_germ	log_germ	sqrt_growth	log_growth	sqrt_b	log_b	sqrt_surv	log_surv	sqrt_bio	log_bio
C2	A	9	0.115042889	13.46523	26	0.1563	3	0.954242509	0.33917973	-0.939140221	3.669499966	1.129213776	5.099019514	1.414973348	0.395347948	-0.806041022
C2	A	12	0.056094467	16.46153	28	0.1332	3.464101615	1.079181246	0.236842705	-1.251079974	4.057281109	1.216470198	5.291502622	1.447158031	0.364965752	-0.875495775
C2	A	14	0.033926538	13.46523	26	0.1343	3.741657387	1.146128036	0.18419158	-1.469460455	3.669499966	1.129213776	5.099019514	1.414973348	0.366469644	-0.871923987
C2	A	20	0.016640857	18.95559	27	0.0664	4.472135955	1.301029996	0.128999446	-1.778824311	4.353801787	1.277737307	5.196152423	1.431363764	0.257681975	-1.177831921
C2	A	21	0.015303	23.58379	35	0.0442	4.582575695	1.322219295	0.123705295	-1.815223422	4.856314446	1.372613599	5.916079783	1.544068044	0.21023796	-1.354577731
C2	A	11	0.0569305	20.48584	35	0.0902	3.31662479	1.041392685	0.238601132	-1.244655002	4.526128589	1.311453776	5.916079783	1.544068044	0.300333148	-1.044793462
C2	A	11	0.063702875	16.92041	26	0.083	3.31662479	1.041392685	0.252394285	-1.195840967	4.113442597	1.228410882	5.099019514	1.414973348	0.288097206	-1.080921908
C2	A	12	0.048380533	13.54928	27	0.122	3.464101615	1.079181246	0.219955752	-1.315329351	3.680934664	1.131916218	5.196152423	1.431363764	0.349284984	-0.913640169
C2	A	17	0.0221301	18.53159	28	0.0843	4.123105626	1.230448921	0.14876189	-1.655016624	4.30483333	1.267912683	5.291502622	1.447158031	0.290344623	-1.074172425
C2	A	9	0.083941722	18.1883	27	0.1322	3	0.954242509	0.289726978	-1.076022126	4.26477432	1.259792109	5.196152423	1.431363764	0.363593179	-0.878768545
C2	A	21	0.009734167	24.18135	35	0.0503	4.582575695	1.322219295	0.098661882	-2.011701207	4.917453609	1.383480543	5.916079783	1.544068044	0.224276615	-1.298432015
C2	A	12	0.060033333	15.84588	26	0.1122	3.464101615	1.079181246	0.245017006	-1.221607544	3.980688383	1.199916363	5.099019514	1.414973348	0.334962684	-0.950007143
C2	A	21	0.014661667	18.35016	27	0.0577	4.582575695	1.322219295	0.121085371	-1.833816649	4.283708674	1.263639855	5.196152423	1.431363764	0.240208243	-1.238824187
C2	A	23	0.01197075	25.48077	34	0.0569	4.795831523	1.361727836	0.109410923	-1.921878639	5.047848056	1.406212548	5.830951895	1.531478917	0.238537209	-1.244887734
C2	G	20	0.024219286	18.88941	28	0.0568	4.472135955	1.301029996	0.155625467	-1.615838664	4.346194887	1.276218393	5.291502622	1.447158031	0.238327506	-1.245651664
C2	G	12	0.051029	17.88923	34	0.1157	3.464101615	1.079181246	0.225895994	-1.292182942	4.229566172	1.252591648	5.830951895	1.531478917	0.340147027	-0.936666641
C2	G	22	0.0092296	24.06396	35	0.0394	4.69041576	1.342422681	0.096070807	-2.03481712	4.905503032	1.381367097	5.916079783	1.544068044	0.198494332	-1.404503778
C2	G	12	0.059775733	16.5282	26	0.1198	3.464101615	1.079181246	0.244490763	-1.22347509	4.0654889	1.218225559	5.099019514	1.414973348	0.346121366	-0.921543182
C2	G	20	0.029667	17.62532	28	0.0882	4.472135955	1.301029996	0.17224111	-1.527726368	4.198252017	1.246137011	5.291502622	1.447158031	0.296984848	-1.054531415
C2	G	21	0.0108435	26.89032	35	0.0324	4.582575695	1.322219295	0.104132128	-1.964830516	5.18558772	1.42959597	5.916079783	1.544068044	0.18	-1.48945499
C2	G	12	0.053261867	16.5282	26	0.0877	3.464101615	1.079181246	0.230785327	-1.273583614	4.0654889	1.218225559	5.099019514	1.414973348	0.296141858	-1.057000407
C2	G	13	0.055362429	14.00042	22	0.1198	3.605551275	1.113943352	0.23529222	-1.256784864	3.741713511	1.146141064	4.69041576	1.342422681	0.346121366	-0.921543182
C2	G	12	0.0822734	12.4887	22	0.1689	3.464101615	1.079181246	0.286833401	-1.084740555	3.533935483	1.096517233	4.69041576	1.342422681	0.410974452	-0.77237035
C2	G	14	0.033032308	13.54928	27	0.1363	3.741657387	1.146128036	0.181747924	-1.481061081	3.680934664	1.131916218	5.196152423	1.431363764	0.369188299	-0.865504144
C2	G	20	0.021733	20.78465	28	0.0614	4.472135955	1.301029996	0.147421165	-1.66288032	4.559018535	1.317742716	5.291502622	1.447158031	0.247790234	-1.211831629
C2	G	16	0.029807727	16.74136	27	0.0721	4	1.204119983	0.172649144	-1.52567114	4.091620706	1.223790735	5.196152423	1.431363764	0.268514432	-1.142064735
C2	G	20	0.019069571	16.74136	27	0.0613	4.472135955	1.301029996	0.138092617	-1.719659077	4.091620706	1.223790735	5.196152423	1.431363764	0.247588368	-1.212539525
C2	G	13	0.048712214	14.81738	26	0.1011	3.605551275	1.113943352	0.220708437	-1.312362131	3.849335008	1.170771419	5.099019514	1.414973348	0.317962262	-0.995248844
C2	G	13	0.062125857	12.32724	22	0.1234	3.605551275	1.113943352	0.249250591	-1.206727607	3.511016947	1.090865851	4.69041576	1.342422681	0.351283361	-0.90868484
C2	G	14	0.064032385	13.9709	26	0.1113	3.741657387	1.146128036	0.253046211	-1.193600322	3.737766713	1.145224384	5.099019514	1.414973348	0.333616546	-0.953504836
C2	G	15	0.032733917	16.54606	26	0.0715	3.872983346	1.176091259	0.18092517	-1.485002023	4.067684845	1.218694595	5.099019514	1.414973348	0.267394839	-1.145693958
C2	G	12	0.056880533	16.74136	27	0.1011	3.464101615	1.079181246	0.2384964	-1.245036343	4.091620706	1.223790735	5.196152423	1.431363764	0.317962262	-0.995248844
C2	G	16	0.027741909	16.34294	27	0.0765	4	1.204119983	0.166559026	-1.556863657	4.042640226	1.213330186	5.196152423	1.431363764	0.276586334	-1.116338565
C2	G	22	0.0085802	25.5182	35	0.0503	4.69041576	1.342422681	0.092629369	-2.066502589	5.051554216	1.406850037	5.916079783	1.544068044	0.224276615	-1.298432015
C2	G	17	0.0229258	18.88941	28	0.0795	4.123105626	1.230448921	0.151412681	-1.639675501	4.346194887	1.276218393	5.291502622	1.447158031	0.281957444	-1.099632871
C2	G	15	0.0315855	18.05296	28	0.081	3.872983346	1.176091259	0.177723099	-1.500512244	4.248877499	1.25654842	5.291502622	1.447158031	0.284604989	-1.091514981
C2	G	13	0.052627214	13.54928	27	0.1203	3.605551275	1.113943352	0.22940622	-1.27878962	3.680934664	1.131916218	5.196152423	1.431363764	0.346842904	-0.919734373
C2	G	20	0.010492	21.11885	28	0.0493	4.472135955	1.301029996	0.102430464	-1.979141718	4.595524997	1.324670266	5.291502622	1.447158031	0.222036033	-1.307153081
C2	G	14	0.035551769	16.92041	26	0.103	3.741657387	1.146128036	0.188551767	-1.449138785	4.113442597	1.228410882	5.099019514	1.414973348	0.320936131	-0.987162775
C2	G	11	0.070006813	16.92041	26	0.0879	3.31662479	1.041392685	0.264588006	-1.154859693	4.113442597	1.228410882	5.099019514	1.414973348	0.296479342	-1.056011125
C2	G	11	0.086124813	14.51066	27	0.1673	3.31662479	1.041392685	0.293470293	-1.064871708	3.809286022	1.161687166	5.196152423	1.431363764	0.409023227	-0.776504059
C2	G	12	0.064081467	13.9709	26	0.1273	3.464101615	1.079181246	0.253143175	-1.193267555	3.737766713	1.145224384	5.099019514	1.414973348	0.356791255	-0.895171596
C2	G	22	0.015568	21.37658	34	0.0422	4.69041576	1.342422681	0.124771792	-1.807767177	4.623481372	1.329938224	5.830951895	1.531478917	0.205426386	-1.374687549
C2	G	14	0.0609905	16.34294	27	0.1211	3.741657387	1.146128036	0.246962548	-1.214737806	4.042640226	1.213330186	5.196152423	1.431363764	0.347994253	-0.916855857
C2	G	15	0.0279045	18.08773	28	0.1052	3.872983346	1.176091259	0.167046401	-1.554325755	4.252967199	1.257384067	5.291502622	1.447158031	0.324345495	-0.97798426
C2	G	20	0.017332286	20.73394	28	0.0814	4.472135955	1.301029996	0.13165214	-1.761144153	4.553453634	1.316681837	5.291502622	1.447158031	0.285306852	-1.089375595
C2	G	14	0.031667462	17.3698	27	0.0513	3.741657387	1.146128036	0.177953539	-1.499386742	4.167709203	1.239794818	5.196152423	1.431363764	0.226495033	-1.289882635
C2	G	20	0.022164286	18.05296	28	0.0569	4.472135955	1.301029996	0.148876748	-1.654346254	4.248877499	1.25654842	5.291502622	1.447158031	0.238537209	-1.244887734
C2	G	23	0.012145	20.81985	34	0.0512	4.795831523	1.361727836	0.110204356	-1.915602481	4.562877382	1.318477596	5.830951895	1.531478917	0.22627417	-1.290730039
C2	G	11	0.052282563	13.9709	26	0.1486	3.31662479	1.041392685	0.228653806	-1.281643131	3.737766713	1.145224384	5.099019514	1.414973348	0.385486705	-0.827981191
C2	G	20	0.013201	20.11827	34	0.0647	4.472135955	1.301029996	0.114895605	-1.879393169	4.485339452	1.303590632	5.830951895	1.531478917	0.254361947	-1.189095719
C2	G	14	0.038957692	16.74136	27	0.1016	3.741657387	1.146128036	0.19737703	-1.40940678	4.091620706	1.223790735	5.196152423	1.431363764	0.318747549	-0.993106292
C2	G	15	0.033476917	16.74136	27	0.089	3.872983346	1.176091259	0.182966983	-1.475254544	4.091620706	1.223790735	5.196152423	1.431363764	0.298328678	-1.050609993
C2	G	20	0.022310143	20.73658	28	0.0777	4.472135955	1.301029996	0.149365803	-1.651497646	4.553743515	1.316737132	5.291502622	1.447158031	0.278747197	-1.109578981
C2	G	12	0.053057533	13.54928	27	0.1122	3.464101615	1.079181246	0.230342208	-1.275252947	3.680934664	1.131916218	5.196152423	1.431363764	0.334962684	-0.950007143
C2	G	11	0.079709563	20.7885	28	0.1019	3.31662479	1.041392685	0.282328821	-1.098489572	4.559440755	1.317823154	5.291502622	1.447158031	0.319217794	-0.991825816
C2	G	20	0.012499571	20.48584	35	0.0497	4.472135955	1.301029996	0.11180148	-1.903104892	4.526128589	1.311453776	5.916079783	1.544068044	0.222934968	-1.303643611
C2	G	9	0.096642889	13.09231	22	0.1216	3	0.954242509	0.310874394	-1.014830096	3.618329725	1.11701628	4.69041576	1.342422681	0.348711915	-0.915066425
C2	G	24	0.011253	20.81985	34	0.0365	4.898979486	1.380211242	0.106080158	-1.948731681	4.562877382	1.318477596	5.830951895	1.531478917	0.191049732	-1.437707136
C2	G	21	0.011589167	19.53697	27	0.0525	4.582575695	1.322219295	0.107652993	-1.935947779	4.420064479	1.29085721	5.196152423	1.431363764	0.229128785	-1.279840697
C2	G	15	0.042638667	13.9709	26	0.1145	3.872983346	1.176091259	0.206491324	-1.370196381	3.737766713	1.145224384	5.099019514	1.414973348	0.338378486	-0.941194513
C2	G	12	0.050095667	13.9709	26	0.1222	3.464101615	1.079181246	0.223820613	-1.300199837	3.737766713	1.145224384	5.099019514	1.414973348	0.349571166	-0.912928794
