cross	cone	0	2	5	7	9	12	14	15	16	18	19	20	21	22	26	27	28	29	30	34	35
G	81	0	0	0	0	0	0	1	2	2	3	3	3	3	3	3	4	4	4	4	4	4
G	84	0	0	0	1	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4
G	62	0	0	0	0	0	0	0	1	1	1	1	2	2	2	3	3	3	3	3	4	4
G	83	0	0	0	0	0	0	1	2	1	2	2	3	3	3	3	3	4	4	4	4	4
G	51	0	0	0	0	0	1	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4
G	82	0	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	4	4	4	4	4
G	59	0	0	0	1	0	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	55	0	0	0	0	0	0	1	1	2	2	3	3	3	3	3	3	4	4	4	4	4
G	67	0	0	0	1	1	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	53	0	0	0	0	0	1	1	2	2	3	3	3	3	3	3	4	4	4	4	4	4
G	96	0	0	0	0	0	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	86	0	0	0	0	0	1	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
G	88	0	0	0	0	0	0	1	1	2	3	3	3	4	4	4	4	4	4	4	4	4
G	54	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	3	4	4	4	4	4
G	58	0	0	0	0	0	2	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4
G	95	0	0	0	0	0	1	1	2	3	3	3	3	4	4	4	4	4	4	4	4	4
G	92	0	0	0	0	0	1	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	68	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	3	4	4	4	4	4
G	90	0	0	0	0	0	1	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	63	0	0	0	0	0	1	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4
G	71	0	0	0	0	0	0	2	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	94	0	0	0	0	0	1	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	64	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	3	4	4	4	4	4
G	91	0	0	0	0	0	1	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4
G	77	0	0	0	0	0	0	0	1	1	1	1	1	2	2	3	3	4	4	4	4	4
G	75	0	0	0	0	0	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	57	0	0	0	1	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4
G	78	0	0	0	0	0	2	3	3	3	3	3	2	3	3	4	4	4	4	4	4	4
G	73	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	3	4	4	4	4	4
G	74	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	3	3	3	3	4	4
G	52	0	0	0	0	0	1	2	2	2	3	3	3	3	3	3	3	4	4	4	4	4
G	56	0	0	0	0	0	0	1	1	1	2	3	3	3	3	3	4	4	4	4	4	4
G	87	0	0	0	0	0	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4
G	50	0	0	0	0	0	0	1	1	1	2	2	3	3	3	3	3	4	4	4	4	4
G	49	0	0	0	0	0	0	0	0	0	2	2	2	3	3	3	3	4	4	4	4	4
G	61	0	0	0	1	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	80	0	0	0	1	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4
G	76	0	0	0	1	1	2	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4
G	93	0	0	0	0	0	0	1	2	2	2	3	3	3	3	3	3	3	4	4	4	4
G	60	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	3	3	3	3	4
G	65	0	0	0	0	0	0	0	1	1	2	2	2	3	3	3	3	3	3	4	4	4
